	logFC	AveExpr	t	P.Value	adj.P.Val	B
GLUD1	-0.750736463320464	10.9514558878505	-5.2299497339726	8.43750817361938e-07	6.04675975247508e-06	5.22542344527495
SNAI3	-0.187548054054054	4.24233906542056	-5.2298563147732	8.44090516488608e-07	6.04675975247508e-06	5.22503489606177
STAG1	0.404236239382239	6.92719280373832	5.22984852893727	8.44118834059021e-07	6.04675975247508e-06	5.22500251339104
TMEM220	-0.772134173745174	9.03071495327103	-5.22807390220379	8.50597520451779e-07	6.091073853469e-06	5.21762226790467
VPS11	0.218925644787645	7.4362661682243	5.22745430793862	8.52870907092263e-07	6.10525395987944e-06	5.21504587227363
CCL19	-1.41315270656371	7.45153271028037	-5.22735910828698	8.53220734618097e-07	6.10565930504717e-06	5.21465002923115
LINC00310	-0.203703768339769	4.09432990654206	-5.22716224654183	8.5394458147283e-07	6.10873993974243e-06	5.21383148560114
TNFRSF13B	-0.184005011583012	6.37298018691589	-5.22632830459134	8.57017582872308e-07	6.1286174951006e-06	5.21036418840218
EXOG	0.430786814671815	6.62932990654206	5.22567146585042	8.5944557323314e-07	6.14387044868071e-06	5.2076334664921
CCDC174	0.344504243243243	6.49171336448598	5.22548111608552	8.6015045130442e-07	6.14679924432507e-06	5.20684214985992
DPF3	-0.230768077220077	5.98718887850467	-5.22537448266108	8.60545568721916e-07	6.14751318115444e-06	5.20639886384992
LOC101928419	-0.702234328185328	6.63916112149533	-5.22303683349381	8.69252106942831e-07	6.20758088990998e-06	5.19668235922275
SLC30A5	0.429274463320463	6.52008186915888	5.2229485792658	8.6958248757142e-07	6.20781135453797e-06	5.19631557830164
TLK1	0.389958177606178	9.33537093457944	5.22223559271593	8.72256059807336e-07	6.22476360158601e-06	5.19335256985289
LAPTM4A	0.257895907335908	12.1416953271028	5.22178426391114	8.73952608284208e-07	6.23473419489906e-06	5.19147707435772
PPP2CA	0.353385945945946	10.5898411214953	5.22158894543857	8.74687810297229e-07	6.23784211014709e-06	5.1906654586995
TNFRSF17	-0.833342810810811	4.41659327102804	-5.22092557359059	8.77189331724848e-07	6.25354010401856e-06	5.18790905356664
CNGA1	-0.899339185328185	7.66801401869159	-5.22066520289654	8.78173075960209e-07	6.25841072340705e-06	5.1868272325163
DUSP15	-0.308636316602317	6.23109785046729	-5.22040979427625	8.79139118699605e-07	6.26315190140286e-06	5.1857660594727
INE1	-0.17748333976834	6.56106345794393	-5.21951209914869	8.82542747104603e-07	6.28416978713792e-06	5.18203655443615
MAPKAP1	0.325572517374517	7.77149542056075	5.21947257880268	8.82692884526432e-07	6.28416978713792e-06	5.18187237451612
ABHD18	-0.470040532818533	6.54592252336449	-5.21900472924118	8.84472136506267e-07	6.29468481565499e-06	5.17992883641335
LDB2	-0.67071398069498	8.03132299065421	-5.21882584326833	8.85153372446599e-07	6.29738087729005e-06	5.17918573647676
MPPED2	0.911671888030888	4.84764140186916	5.21846349717543	8.86534833644188e-07	6.30505511468803e-06	5.17768058151113
IPO4	0.493420042471042	7.45568140186916	5.21815185605776	8.87724663235351e-07	6.31136168904505e-06	5.1763861001046
LINC00844	-2.34971094594595	9.01423186915888	-5.21695041552004	8.92326308028834e-07	6.34191229979264e-06	5.17139603584804
TSLP	-1.34744322779923	6.17423859813084	-5.21672364945183	8.931974547119e-07	6.3459378358651e-06	5.17045426162765
EID2	0.367119594594594	8.08433710280374	5.21560713654101	8.97498783170483e-07	6.37432287201301e-06	5.16581766380436
NSL1	0.189677915057915	3.98510186915888	5.21478530792682	9.00677763408322e-07	6.39471999495905e-06	5.16240519075683
TRPV1	-0.553518826254826	7.49390542056075	-5.21395699089992	9.03892963785349e-07	6.41536028557127e-06	5.15896609766011
LINC01550	-0.271445316602317	5.31440841121495	-5.21314412998301	9.0705906105595e-07	6.43563812178164e-06	5.15559149095006
NMB	0.370570718146718	7.57541700934579	5.2129973396606	9.07631962954798e-07	6.43750953561673e-06	5.15498212145997
SDF2	0.267165405405406	8.12609570093458	5.21229382579075	9.1038258506061e-07	6.45482020813828e-06	5.15206177085557
ANKRA2	0.429483088803088	8.47878429906542	5.21016358463425	9.18761190645818e-07	6.51200920150051e-06	5.14322036658654
MED14OS	-0.20828193050193	5.89869700934579	-5.20920111521142	9.22571391393557e-07	6.53478571673511e-06	5.13922641181315
PRR34-AS1	0.670338837837837	8.27237158878505	5.20919332695717	9.22602286169862e-07	6.53478571673511e-06	5.13919409471309
CACNG8	-0.202051752895752	6.62074093457944	-5.20851958386979	9.25278744730836e-07	6.55151464817237e-06	5.13639852861511
GALNT10	0.310164552123552	6.03177355140187	5.20832062689451	9.26070553959115e-07	6.5548923234686e-06	5.13557303622733
ZCCHC17	0.376496196911197	7.50822186915888	5.20818478267517	9.26611566893607e-07	6.5564931257195e-06	5.13500941570148
TMEM59L	-0.253977015444015	7.16729654205608	-5.20652416905077	9.33250112422814e-07	6.60122294194724e-06	5.12812019848319
DNM3OS	-0.897280918918919	4.68047271028037	-5.20294083162692	9.47733585271645e-07	6.70139360940467e-06	5.11325880908256
CD24	1.81301580694981	7.95244672897196	5.20206538718633	9.51305252012382e-07	6.7243654337766e-06	5.10962894779025
ALKBH6	0.494853413127413	8.11868560747664	5.20069182462302	9.56935650629246e-07	6.76186901550846e-06	5.10393446578327
PCK2	-1.0347073050193	10.9082908411215	-5.19973011860817	9.60897144736159e-07	6.78755839280386e-06	5.09994797935092
PDCL	0.345328610038609	6.46618158878505	5.19918818835893	9.63136529930291e-07	6.80106988784957e-06	5.09770174995508
DNM2	0.345408073359074	5.98379168224299	5.19866475745343	9.65304306944838e-07	6.81406674163366e-06	5.09553232975673
CUX2	-1.19352664478764	7.45046439252336	-5.19853267906191	9.65852058532443e-07	6.81562293015235e-06	5.09498493599303
TMEM201	0.427908420849421	7.65758495327103	5.19812903979635	9.67527900147942e-07	6.82513583762898e-06	5.09331211987595
ZFR	0.324954795366795	7.9221261682243	5.19802789249065	9.67948291052215e-07	6.82578910019347e-06	5.09289294368783
DDX19A	-0.188086061776062	3.55611196261682	-5.19718969876394	9.71438879124722e-07	6.84808504363345e-06	5.08941947486749
C1GALT1C1	0.46758249034749	8.7137461682243	5.19398415668438	9.84901782068333e-07	6.94064118774652e-06	5.07613879887912
ECHDC2	-0.755349428571429	11.8825461682243	-5.19376239997277	9.85839839123486e-07	6.94490149184962e-06	5.07522023278891
SEC31B	-0.418014907335907	6.53369392523364	-5.19248097092416	9.91277536734222e-07	6.98084660972385e-06	5.06991272218282
DENND4B	0.378156559845559	8.96055943925234	5.19234566507937	9.91853407858141e-07	6.98254069142594e-06	5.06935234857695
LINC01492	-0.159537193050193	3.2699314953271	-5.18992003357668	1.00223262781129e-06	7.05322481971687e-06	5.05930798801548
IDH3G	0.359724710424711	8.72964635514019	5.18921768136761	1.00525771442184e-06	7.07212386659475e-06	5.05640012028015
CSRP2	0.857587447876448	9.67315635514019	5.18905866597667	1.00594384239778e-06	7.07456081529599e-06	5.05574179970146
ATP11C	-0.917941687258687	9.60732037383178	-5.18851052192438	1.00831250800986e-06	7.08882500567096e-06	5.053472586077
RPL29	0.353833861003862	12.4867476635514	5.18744439181754	1.01293511769733e-06	7.11892031418465e-06	5.04905941551209
LINC00605	-0.273086100386101	5.47827878504673	-5.18649984392591	1.0170478349919e-06	7.14541299455849e-06	5.04514997656858
TPGS2	0.659230196911197	7.80134803738318	5.1862904121019	1.01796194042359e-06	7.14942308512003e-06	5.0442832055307
FAM110C	-1.39849396911197	8.61261794392523	-5.18585833035388	1.01985037830724e-06	7.16027116583611e-06	5.04249502377428
LOC101930112	0.260299447876447	5.34724719626168	5.18450373911376	1.02579288246008e-06	7.19956554915698e-06	5.03688958659043
CCL20	1.95085196138996	8.48663261682243	5.1830071571924	1.03239758080547e-06	7.24347952247072e-06	5.03069759070477
LOC157273	-1.08113002702703	5.53615570093458	-5.18063174272321	1.04296602627231e-06	7.31516488079979e-06	5.02087167602305
FAM83B	-0.190170478764479	3.63702102803738	-5.1800783351017	1.04544331067358e-06	7.33007121261504e-06	5.01858288768032
ARRDC4	-1.08612447104247	8.65753803738318	-5.17984966947842	1.04646858934844e-06	7.33479027418103e-06	5.01763721280661
HMGA1	0.594359559845559	7.93179065420561	5.17961470680445	1.04752312445039e-06	7.33971115193639e-06	5.01666552160633
GHRL	-0.19962084942085	4.95199205607477	-5.17946931401727	1.04817618054763e-06	7.34181661073796e-06	5.01606426099048
PLA2G12A	-0.481798853281853	8.18069205607477	-5.17921963776801	1.04929857031695e-06	7.34720693620718e-06	5.01503176764768
CCDC167	0.422072583011583	8.91374495327103	5.17784337968931	1.05550645456855e-06	7.38819038989431e-06	5.00934102044576
CEP250	0.227939432432432	6.96642682242991	5.17733954659436	1.05778804280678e-06	7.40167278340338e-06	5.00725792521854
PES1	0.280043749034749	8.09519429906542	5.17707932534327	1.05896832833776e-06	7.40744254931322e-06	5.00618208916198
AP4B1	0.271334011583011	7.56596093457944	5.17690674025523	1.05975183118117e-06	7.41043389271883e-06	5.00546858619385
BRMS1	0.294547212355212	8.37438065420561	5.17628800715012	1.06256541125078e-06	7.42761400600409e-06	5.00291073023139
CRLF3	0.350823034749035	8.2470785046729	5.17606973778559	1.06355969092158e-06	7.43206946434599e-06	5.00200844346819
FNDC4	-0.587754050193049	8.65168962616822	-5.17574490174532	1.06504109348665e-06	7.43992476711373e-06	5.0006656710016
SLC35B3	0.364168791505792	9.14006261682243	5.17559217521667	1.06573829273615e-06	7.44229852714207e-06	5.00003436378201
DUSP23	0.499787162162163	9.73995140186916	5.17490909331461	1.06886202737234e-06	7.46161007643365e-06	4.99721092649068
CFHR3	-1.81775317374517	10.4916751401869	-5.1740516922655	1.07279557013609e-06	7.48655997068164e-06	4.99366727638457
IL17F	-0.177451772200772	4.51391654205607	-5.1734455705135	1.07558482418302e-06	7.50351034465231e-06	4.99116237828135
UGT2B28	-1.09358474517375	12.2010301869159	-5.17278158162484	1.07864849311843e-06	7.5223631013725e-06	4.98841853559414
MYD88	-0.371807397683398	10.3268320560748	-5.17262095176749	1.07939092322424e-06	7.52502061775078e-06	4.98775478637748
HYAL1	-1.05890363706564	9.75497065420561	-5.16991681933596	1.09196451097132e-06	7.60917319711191e-06	4.97658270890605
ZNF324	0.241978258687258	7.62082056074766	5.16986804671525	1.09219259922049e-06	7.60917319711191e-06	4.97638123765664
PROK2	-0.424685575289575	3.40336074766355	-5.16952682793382	1.09378963116108e-06	7.61775092953118e-06	4.97497175369923
TRIM4	0.410260548262548	7.78889934579439	5.1691224368434	1.09568528354171e-06	7.62691585793791e-06	4.9733013936584
AMHR2	-0.226826177606178	6.46578093457944	-5.1690898704823	1.09583808331494e-06	7.62691585793791e-06	4.97316687987446
AFDN-DT	0.693478185328185	5.63288056074766	5.16871609131919	1.09759332623122e-06	7.63631511626933e-06	4.97162303929627
EFNB3	-0.312198532818533	5.79225364485981	-5.16864616779388	1.09792198703949e-06	7.63631511626933e-06	4.97133423772526
HPS3	-0.454732474903475	10.0627706542056	-5.16855407330549	1.09835500430701e-06	7.63677616350226e-06	4.97095386811537
POU2AF1	-1.27743608880309	6.27173009345794	-5.16741935858638	1.10370399061525e-06	7.67140584131243e-06	4.96626758975124
PEX1	0.459190521235521	7.32227663551402	5.1671232252809	1.1051041242715e-06	7.67857466927919e-06	4.96504468468776
LILRA2	-0.592355258687259	6.0125608411215	-5.1667698494423	1.10677717145137e-06	7.68763436234264e-06	4.96358544699582
CCDC22	0.378117015444015	6.97573654205608	5.16627923889425	1.10910404984999e-06	7.70122798735451e-06	4.9615596082111
MAML1	0.28166367953668	8.77007785046729	5.16597793524563	1.11053544429187e-06	7.7085966973113e-06	4.96031551617937
ZBED5	0.473684953667953	8.37184654205607	5.16563880575736	1.11214869280196e-06	7.71722238550747e-06	4.95891529194291
PIK3CB	0.367259413127413	8.63895289719626	5.1654058246109	1.1132583153573e-06	7.72234882045319e-06	4.95795337306879
NKIRAS1	-0.521337081081081	8.17030943925234	-5.16487132486446	1.11580806775391e-06	7.73745827602648e-06	4.95574665985931
RPS6KB1	0.41241811969112	7.9914708411215	5.16429306081553	1.1185730076123e-06	7.7540493710115e-06	4.95335941685557
EIF6	0.399513772200772	10.2186976635514	5.16321027990241	1.12376825631462e-06	7.78747093826808e-06	4.94888981038222
ATIC	0.458781173745173	9.34430775700935	5.16276498310723	1.1259116420443e-06	7.79972855420173e-06	4.94705183430397
UBN1	0.274386362934363	7.96293644859813	5.16062385868719	1.1362735209171e-06	7.86889251731884e-06	4.93821560158139
MRGPRX4	-0.172194718146718	4.00432168224299	-5.16030669412118	1.13781631482575e-06	7.87695709439208e-06	4.93690687762003
TMEM168	0.420117258687258	8.12432009345794	5.16022512115179	1.13821344314214e-06	7.87708765037951e-06	4.93657028884464
COX4I2	0.172417976833977	6.44826140186916	5.15986166608475	1.139984525056e-06	7.88672350490573e-06	4.93507062858161
LINC00561	-0.148892930501931	3.77766962616822	-5.1583021069423	1.14761467461798e-06	7.93687412296409e-06	4.92863641325684
RIC8A	0.295369969111969	8.53550214953271	5.15817172976128	1.1482547973591e-06	7.93866464150262e-06	4.92809857366425
H4C8	0.782537173745174	4.45617074766355	5.1549659279877	1.16410459990695e-06	8.04557390921421e-06	4.91487637196146
YWHAZ	0.68953116988417	9.78491813084112	5.15441336773306	1.16685799117344e-06	8.06192793901647e-06	4.91259785642989
IGKV1OR2-108	-0.9325161003861	7.98182598130841	-5.15368191287669	1.17051258161896e-06	8.08449552226643e-06	4.90958188318745
CAPN3	-0.737561513513514	8.50488663551402	-5.15333544251594	1.17224755681678e-06	8.09379413897632e-06	4.9081533877938
SATB1	-0.792271972972972	8.93076420560748	-5.15292461750753	1.17430804347811e-06	8.1053333435161e-06	4.90645963308554
PTGDR	-0.713717034749035	4.47064420560748	-5.15139849128781	1.18199329058249e-06	8.1556753754439e-06	4.90016840840968
SDC4	-0.540573814671815	11.5096968224299	-5.14970466005865	1.19058051297332e-06	8.21220556547084e-06	4.89318715272638
RIDA	-0.954255382239382	12.143431588785	-5.14950078912826	1.19161817218958e-06	8.21664133035625e-06	4.89234697578873
ZNHIT6	0.455695281853281	7.2247808411215	5.14824874882324	1.19801015985235e-06	8.25798198237845e-06	4.88718760246404
HRAS	0.385230756756756	7.79000336448598	5.14694722854287	1.20469020641199e-06	8.30083047477703e-06	4.88182513089703
ANKRD52	-0.588202374517374	6.91110065420561	-5.1468824643019	1.20502355576503e-06	8.30083047477703e-06	4.88155831311125
CUL4B	0.396516123552124	7.41972523364486	5.14645797626109	1.20721067536578e-06	8.31314652904003e-06	4.87980954359492
ZSWIM6	-0.582881803088802	8.50835140186916	-5.14624237123074	1.20832303461132e-06	8.31805582570121e-06	4.87892134556682
H2BC8	0.717562258687259	5.51793028037383	5.14557883941946	1.21175263439775e-06	8.33890841331751e-06	4.8761880259953
IMMT	0.319064200772201	9.67148710280374	5.14538108346571	1.21277661173721e-06	8.34319793948319e-06	4.87537344096439
EDEM1	-0.437631185328185	9.05384598130841	-5.14346253490526	1.22275474125622e-06	8.40906364990737e-06	4.86747164051736
TCEAL1	0.511917223938224	7.92596803738318	5.14212051944089	1.22978194252348e-06	8.45459860386561e-06	4.86194542055703
TARDBP	0.244542810810811	9.76335046728972	5.14122888788213	1.23447255930396e-06	8.48404507423948e-06	4.85827429319434
STIM1	-0.370729934362934	6.46334504672897	-5.14112293642371	1.23503109801803e-06	8.48508333392526e-06	4.85783808315077
KIF18A	0.549891567567567	4.05590457943925	5.1400081483968	1.24092282736734e-06	8.52274965603479e-06	4.85324874507441
MMAB	-0.533471185328185	8.76764691588785	-5.13919434791295	1.24524111832105e-06	8.54958821230383e-06	4.84989888424908
SYTL3	-0.363521355212355	3.47210607476636	-5.13906998658183	1.24590230979411e-06	8.5513084044669e-06	4.84938700164468
CP	-1.19757986872587	11.5855338317757	-5.13828937145153	1.25006043062828e-06	8.57702089206041e-06	4.84617408839384
IPO9	0.405289965250964	6.99572485981308	5.13774481964522	1.25296911829966e-06	8.59414654791574e-06	4.84393295560331
PLEKHA8P1	0.246337034749035	6.61855317757009	5.1372210664241	1.25577293861965e-06	8.6105418748158e-06	4.8417775551924
MORN2	0.535301081081081	7.48254588785047	5.13638652458833	1.2602531584675e-06	8.63841730478185e-06	4.83834343998396
GCGR	-0.82539361003861	7.68057719626168	-5.13617034070061	1.26141627681025e-06	8.64354476745528e-06	4.83745390430532
ATRX	0.457908544401544	9.05623336448598	5.13508906321391	1.26724952629825e-06	8.68065925514303e-06	4.83300509046852
LINC02860	-0.150167525096525	4.10330037383178	-5.13486029951291	1.26848702259803e-06	8.68627877625168e-06	4.83206393605758
FERMT2	-0.564196710424711	7.90000691588785	-5.13376278999968	1.27444040469446e-06	8.72417718190579e-06	4.82754903399446
ALAS1	-0.95296283011583	10.7096493457944	-5.1334173265305	1.27631998512959e-06	8.73370638771715e-06	4.8261279967297
THUMPD3-AS1	0.49189311969112	6.7212138317757	5.13335281853184	1.27667125644502e-06	8.73370638771715e-06	4.82586265443842
ADAMTS1	-0.938730223938224	8.5971485046729	-5.13264806912323	1.28051503988471e-06	8.75712485732652e-06	4.822963922516
PLEKHF2	0.584471162162161	8.27480214953271	5.13079234174294	1.29069045390647e-06	8.82381418652278e-06	4.81533220414919
LOC101928988	0.344075038610038	4.0156614953271	5.1305928307369	1.29178910536846e-06	8.82721324952369e-06	4.81451180975514
EIF3G	0.403222181467181	10.3298658878505	5.13054812015478	1.29203543913505e-06	8.82721324952369e-06	4.8143279613235
OLA1	0.503968772200772	10.1782727102804	5.13035583874471	1.2930953392893e-06	8.831557017173e-06	4.81353731752891
DOLK	0.369042193050192	7.51548785046729	5.12949246548044	1.2978649153044e-06	8.86122590042582e-06	4.80998742446383
CYP4A11	-1.02411804247104	5.96346299065421	-5.12941410458592	1.29829865654734e-06	8.86128194819466e-06	4.80966524929506
UPF2	0.400195671814671	8.2551270093458	5.1292981907915	1.29894051886877e-06	8.86275798326448e-06	4.80918868351831
LMNTD2	-0.388140135135135	6.92068168224299	-5.12911769447654	1.29994061730726e-06	8.86667651975317e-06	4.80844660729836
FOCAD	0.488418305019305	6.8973338317757	5.12894909201809	1.30087549225982e-06	8.87014775730793e-06	4.80775344460464
ITGB8-AS1	-0.266793648648649	5.18474074766355	-5.12830513471567	1.30445217544856e-06	8.89162425582351e-06	4.80510611730276
ZFP92	-0.305577378378378	6.37478794392523	-5.1280247252628	1.30601262782593e-06	8.89934782782954e-06	4.80395340839065
FBXO38	0.270356250965251	4.74448046728972	5.12775288983783	1.30752710417689e-06	8.90675316237473e-06	4.8028359818755
ANG	-1.11715238610039	12.1872958878505	-5.12722584054962	1.31046833395712e-06	8.92386938728681e-06	4.80066955627605
CDC42SE2	0.338668594594595	6.54361429906542	5.12674852954863	1.31313756287402e-06	8.93912278826038e-06	4.79870769463838
LPGAT1	0.756114451737452	8.41082971962617	5.12604772313016	1.31706623679677e-06	8.96293703106404e-06	4.79582741306155
HTRA2	0.395487316602317	8.37349056074766	5.12500892205982	1.32291078094976e-06	8.99976938990453e-06	4.79155842567562
TECPR1	0.386465254826255	8.58847719626168	5.12492605190741	1.32337811604693e-06	9.00000845478816e-06	4.79121789049173
TEPSIN	0.271481413127412	7.38457439252336	5.12413171255729	1.32786586112697e-06	9.02758037613712e-06	4.78795391016221
GPN2	0.439280521235521	6.99491140186916	5.12393541423743	1.32897716409104e-06	9.0321868358459e-06	4.78714735747672
ENPP4	0.832349223938224	6.96596644859813	5.12346731621726	1.33163086688873e-06	9.04665770798389e-06	4.78522410635451
H2BC10	0.645919482625482	6.27191009345794	5.12340663631751	1.331975246479e-06	9.04665770798389e-06	4.78497480161304
IGHE	-0.215970505791506	5.81770953271028	-5.12294185295548	1.33461593586545e-06	9.06163751172548e-06	4.78306528767281
PKD1	-0.228057027027027	5.6630208411215	-5.12203523809863	1.33978161138144e-06	9.0937458524795e-06	4.77934085565826
SRRM2	-0.227888208494208	6.77422560747664	-5.12170948991095	1.34164240372184e-06	9.10340873740746e-06	4.7780027582424
KIF5B	0.366463374517375	9.88872644859813	5.12141688001877	1.34331604641778e-06	9.1117958796755e-06	4.77680082894511
KCNK3	-0.357762594594594	4.49512429906542	-5.12092810753848	1.34611622302674e-06	9.1278164208104e-06	4.77479323126136
JMJD8	-0.261514061776062	8.24415495327103	-5.12055154577627	1.34827742547305e-06	9.13949515236025e-06	4.77324660980267
TOLLIP-DT	0.384803061776061	5.06037140186916	5.11971464416959	1.3530927809654e-06	9.16915199180716e-06	4.76980951761833
PASK	0.238454864864865	5.62378364485981	5.11921967557622	1.35594861339574e-06	9.18551526524166e-06	4.7677768781688
GATA6	-0.799264482625484	8.72848074766355	-5.11895662580616	1.35746872891842e-06	9.19282237756004e-06	4.76669668546879
AGPAT4	0.471764976833976	5.92061588785047	5.1180811447055	1.3625399485031e-06	9.22416511301319e-06	4.76310183401872
TBP	0.291018347490347	8.20426691588785	5.11568692918706	1.37650294771807e-06	9.31566375797244e-06	4.75327273532242
SH3BP5L	0.303703092664093	7.49948588785047	5.11512760615034	1.37978495308911e-06	9.3348414110226e-06	4.75097691711316
GUSBP11	-0.730338386100386	10.1040317757009	-5.11431034870424	1.38459419324967e-06	9.36433565450832e-06	4.74762264422131
RPL9	0.235131312741314	13.3376971962617	5.11327302624972	1.39072197226115e-06	9.40272543843057e-06	4.74336562378392
SLC20A1	-0.581811972972973	9.49867831775701	-5.11314890963374	1.39145693561001e-06	9.40464109936479e-06	4.74285630218285
MIR4435-2HG	0.322114833976834	3.22469392523365	5.11279766347803	1.39353891187572e-06	9.41565681404932e-06	4.74141497839104
MROH9	-0.148047436293436	3.10004140186916	-5.11194911138516	1.39858115881244e-06	9.44666041229657e-06	4.73793322743858
LMF1	-0.16513176061776	6.54869906542056	-5.11146570514263	1.40146159291793e-06	9.46304676099965e-06	4.73594988699403
SHISAL2A	-0.169314436293436	4.53985841121495	-5.10787415955593	1.42304411909763e-06	9.60566312352966e-06	4.72121788526934
JADE3	0.529537266409266	8.05530841121495	5.10686265653185	1.42918075816524e-06	9.64395985354276e-06	4.71706997569814
IRAK1	0.238925289575289	6.0966538317757	5.10509714759537	1.43995371029188e-06	9.71350698513709e-06	4.70983127540908
SLC5A6	0.703644150579151	9.22210308411215	5.10284516569333	1.45381001523294e-06	9.80380173484804e-06	4.70060020252604
LRCH4	-0.211264795366796	7.42416046728972	-5.10254566934948	1.45566256260693e-06	9.8106172577289e-06	4.6993727262524
TMEM14B	0.58567998069498	10.0037672897196	5.10252945327703	1.45576293346054e-06	9.8106172577289e-06	4.69930626643787
TIPRL	0.408265208494208	8.29378803738318	5.10189043987462	1.45972354074926e-06	9.83412585330397e-06	4.69668744109275
GAS5	0.261385621621621	4.94095831775701	5.10180773886765	1.46023688896484e-06	9.83440264417979e-06	4.69634852766894
C11orf86	-0.18479133976834	6.81901252336449	-5.10148892968991	1.46221747385846e-06	9.84188538349438e-06	4.6950420606756
THUMPD3	0.340882586872586	8.01210757009346	5.10142707916119	1.46260202014324e-06	9.84188538349438e-06	4.69478860545931
LORICRIN	-0.188130003861004	4.80103672897196	-5.10140073970389	1.46276581165555e-06	9.84188538349438e-06	4.69468067044168
GRHPR	-0.764238138996139	11.0906986915888	-5.10085397138558	1.46616992310472e-06	9.86160286780769e-06	4.69244017473835
IGKV1D-13	-0.949129953667955	8.4014346728972	-5.10009948579978	1.47087993987263e-06	9.89008843006385e-06	4.68934875357124
LNPEP	0.325770266409266	4.86213289719626	5.09983461573488	1.47253693597303e-06	9.89315685191072e-06	4.68826354347891
PIGV	-0.456186961389961	8.57083560747663	-5.09982445479362	1.4726005378601e-06	9.89315685191072e-06	4.68822191334627
RFPL1	-0.219336976833977	2.99390392523364	-5.09979873576925	1.47276153673277e-06	9.89315685191072e-06	4.68811654081368
BPI	-0.263427181467181	5.52789878504673	-5.09922936546299	1.47633014357573e-06	9.91393063844599e-06	4.68578387569651
FKBP9	0.346159861003861	9.11807728971963	5.09903969843697	1.47752077837888e-06	9.91872749482973e-06	4.68500685991925
NCL	0.325302606177607	10.5224528971963	5.09817668792454	1.48295015692492e-06	9.95196715043651e-06	4.68147155456543
TMOD3	0.522875675675675	4.90810252336449	5.09803322371605	1.48385460334645e-06	9.95482869203815e-06	4.68088389143894
PINK1-AS	-0.303269509652509	4.89150046728972	-5.09688378557097	1.49112048527632e-06	1.00003520081784e-05	4.67617588432796
GDE1	0.527038972972973	7.15952887850467	5.09667220703688	1.49246169961201e-06	1.00061244149133e-05	4.6753093456093
SOX14	-0.201191833976834	4.10062457943925	-5.09574156938625	1.49837506612823e-06	1.00425369736254e-05	4.67149809513357
SNORA21	0.398660984555984	6.42162598130841	5.09501493023513	1.50300807741079e-06	1.00703475559853e-05	4.66852257523431
SPC24	0.509287111969112	6.18391794392523	5.09411848620791	1.50874299809758e-06	1.01055208081003e-05	4.66485207459089
TMA7	0.219154594594595	12.6504775700935	5.09362583435202	1.51190377070283e-06	1.01212018351708e-05	4.662835072508
SKIC3	0.504120648648649	4.48594990654206	5.09360209694771	1.5120562288329e-06	1.01212018351708e-05	4.6627378904479
LOC101927531	-0.177178810810811	4.30636943925234	-5.09321572600053	1.51453988002591e-06	1.0134568914415e-05	4.66115610806682
GJB2	-1.01660495752896	8.29648457943925	-5.09186530556201	1.52325186501425e-06	1.01895910173648e-05	4.65562812938046
HCLS1	-0.81468525096525	8.14261644859813	-5.09154965527924	1.52529525620302e-06	1.01999834345445e-05	4.65433613554118
SLC35B2	0.436311664092665	9.1284491588785	5.09093474471579	1.52928361155935e-06	1.02233714051724e-05	4.65181937361492
MMUT	-0.76710981081081	9.83866327102804	-5.09012939013541	1.53452257881464e-06	1.02551021120783e-05	4.64852342405981
SMCO4	-0.545209772200773	9.94038719626168	-5.08993627341352	1.53578143361012e-06	1.02602221923314e-05	4.64773313229521
KRT25	-0.229947942084942	3.81502028037383	-5.08787517855495	1.5492797875959e-06	1.03470821991331e-05	4.6392996453339
LINC02499	-0.710233876447876	7.53861317757009	-5.08745146835091	1.55206901068369e-06	1.03623870081683e-05	4.63756618564688
ABHD2	-0.598055606177606	8.27118056074766	-5.08699365087751	1.55508825819833e-06	1.03792172720263e-05	4.63569328672019
DCTN1	0.416851347490347	6.98303757009346	5.08687755666371	1.55585479406786e-06	1.03810061620215e-05	4.6352183697646
EYA2	-0.651458552123553	5.58551	-5.08671039079333	1.55695918798342e-06	1.03850474473308e-05	4.63453454099023
TEAD2	0.613778305019305	7.45253504672897	5.08653614248714	1.55811118585474e-06	1.03894035652383e-05	4.63382175448085
H2AC14	0.415813316602316	7.52356794392523	5.08478915493745	1.56970695899458e-06	1.04633731479203e-05	4.6266762829147
PPARGC1A	-0.49831972972973	4.7665061682243	-5.08450493163081	1.57160145263092e-06	1.04705148263529e-05	4.62551390303623
RNF135	-0.775109281853282	6.73369672897196	-5.0844775672346	1.5717839678822e-06	1.04705148263529e-05	4.6254019937358
FAM114A2	0.373120729729729	7.23452794392523	5.08361239215037	1.57756518290797e-06	1.05056659318438e-05	4.62186396665416
ISOC1	-0.577573698841699	10.300918317757	-5.08279413813187	1.58305193121118e-06	1.05388342121297e-05	4.6185181541554
TMEM8B	0.29528027027027	6.55138373831776	5.0815659224347	1.59132257665731e-06	1.05905085766417e-05	4.61349663694575
SUV39H2	0.465322664092664	7.22174831775701	5.08073039812103	1.59697294166804e-06	1.06247171045672e-05	4.61008104646802
ANKRD37	-0.882200501930501	7.91774570093458	-5.08048217634031	1.59865534468612e-06	1.06304867547348e-05	4.60906639140389
DPH3	0.643503393822393	8.08768542056075	5.08045182980578	1.59886114655346e-06	1.06304867547348e-05	4.60894234607812
EFCC1	-0.249219135135135	5.99702457943925	-5.08025002476949	1.60023038984548e-06	1.06361945860652e-05	4.60811745374466
